Medicina,Peso,Indice PH
M881,-3.946338888,-2.285273338
M882,-3.721724735,-2.273219628
M883,-4.033053381,-2.048584751
M884,-3.528280636,-2.14667053
M885,-3.831852816,-2.066834602
M886,-4.126103382,-1.918380051
M887,-4.046183617,-2.350559268
M888,-4.082559578,-2.367270292
M889,-3.927663864,-2.62984361
M890,-3.773594082,-2.117072789
M891,-4.08757297,-1.800715473
M892,-3.862466386,-2.210679202
M893,-3.47341341,-1.84960174
M894,-3.720552823,-1.837905876
M895,-3.752420668,-1.702774704
M896,-4.24444214,-1.703186565
M897,-4.160261254,-2.206652355
M898,-3.927234502,-2.257051282
M899,-4.030194385,-1.985482995
M900,-4.487514535,-2.199456021
M901,-4.454326946,-1.564177412
M902,-3.692143182,-1.586046274
M903,-4.227438243,-1.971459074
M904,-3.376496563,-2.128138119
M905,-4.666595982,-1.846757657
M906,-3.865370908,-2.196882087
M907,-3.999812165,-2.037505033
M908,-4.226871793,-2.15914001
M909,-3.878702552,-1.96832408
M910,-4.238155863,-1.661494878
M911,-3.742065041,-1.777256588
M912,-3.979939237,-1.656919054
M913,-4.491816218,-2.274414274
M914,-4.727424974,-1.946059498
M915,-4.085148978,-2.295004346
M916,-3.65625811,-1.884551429
M917,-3.945649213,-1.90229071
M918,-3.983724931,-1.611106889
M919,-3.793673904,-1.670231155
M920,-4.418022191,-1.804033085
M921,-3.572390279,-2.151522016
M922,-4.268155347,-2.142798142
M923,-3.98867059,-2.615468427
M924,-4.109070786,-2.134491361
M925,-3.955133055,-2.46535896
M926,-4.583355432,-1.721052266
M927,-3.542831532,-1.729418008
M928,-3.83625695,-1.958513765
M929,-3.397021752,-2.113522328
M930,-3.574998802,-1.957080723
M931,-3.9965558,-1.5184884
M932,-4.281714796,-1.595265184
M933,-4.521672516,-2.134532633
M934,-3.994908709,-1.949476604
M935,-3.934252272,-2.336149009
M936,-3.686253817,-1.879780728
M937,-4.285294796,-1.778281207
M938,-3.761560773,-1.729986589
M939,-3.978571057,-2.459365482
M940,-4.232106071,-1.848613764
M941,-3.767751447,-2.259264394
M942,-3.920303585,-2.112966486
M943,-4.070531659,-1.763596878
M944,-3.436812333,-1.910538308
M945,-3.817228179,-2.049122551
M946,-4.033082164,-1.817980236
M947,-3.916762759,-1.509650396
M948,-3.973886226,-2.187048117
M949,-3.947922085,-2.40503005
M950,-3.863922654,-2.348672294
M951,-4.181055409,-2.28328376
M952,-4.239107178,-2.201363282
M953,-3.891805331,-1.826995649
M954,-3.434472497,-2.625731026
M955,-4.092046549,-1.929210835
M956,-4.303817188,-2.233526405
M957,-4.071563652,-1.670131416
M958,-4.145204443,-2.256669289
M959,-4.098203357,-1.997732713
M960,-3.857344605,-2.281275731
M961,-4.039001467,-2.204467905
M962,-4.178305984,-2.078041829
M963,-4.133130073,-2.068638609
M964,-4.396758894,-2.157443898
M965,-4.25785635,-1.661504446
M966,-4.423900352,-1.834958225
M967,-4.15479577,-1.443455792
M968,-4.325529429,-2.083189638
M969,-4.212147577,-1.680010769
M970,-4.090496364,-2.629771655
M971,-4.360132151,-1.808454869
M972,-4.00580868,-1.888560363
M973,-3.897888831,-2.11225379
M974,-4.288969295,-1.791395502
M975,-3.665823224,-1.736711378
M976,-4.475831628,-1.689918305
M977,-4.117538398,-1.874062604
M978,-4.445405867,-1.819679232
M979,-4.10338815,-2.202205494
M980,-4.397174772,-2.328553537
M981,-4.172450485,-2.080285018
M982,-4.222212018,-1.944034888
M983,-4.355500562,-1.714716598
M984,-4.619458011,-2.237155621
M985,-3.830482056,-2.146843395
M986,-3.39995729,-1.107657839
M987,-3.333001684,-2.186775607
M988,-4.147653276,-1.423909103
M989,-4.01380088,-1.711655322
M990,-4.139724102,-2.167340949
M991,-3.97721577,-2.031966545
M992,-4.275630893,-2.064548374
M993,-4.575839959,-1.857953092
M994,-4.010932943,-1.590307712
M995,-4.367537715,-2.491341115
M996,-4.570730295,-1.392881341
M997,-3.287725435,-1.766663214
M998,-4.070003714,-2.164670577
M999,-3.878835778,-2.037803408
M1000,-3.64225942,-1.910125878
M1001,5.251745506,-4.275046045
M1002,6.02066548,-3.45798055
M1003,5.926646903,-2.583661006
M1004,4.695102258,-3.238048054
M1005,4.889561514,-3.245307239
M1006,5.623676895,-3.667635687
M1007,5.102281835,-3.624459068
M1008,5.965881592,-3.587610239
M1009,4.416242849,-5.879134654
M1010,5.400930434,-3.1657161
M1011,5.245091096,-2.65828992
M1012,6.18307661,-4.602987974
M1013,3.856323291,-4.793673108
M1014,5.000635295,-2.972140388
M1015,5.045470586,-4.781394197
M1016,3.009380585,-4.927491818
M1017,6.060880873,-2.829370229
M1018,7.387847076,-4.056140006
M1019,4.802642867,-2.441832441
M1020,5.243977325,-4.598424755
M1021,4.605086184,-4.022199603
M1022,5.32667011,-3.29455907
M1023,4.677146605,-3.033053224
M1024,4.913488507,-3.10251083
M1025,6.37542847,-3.337261547
M1026,4.2798546,-3.695334212
M1027,4.5104993,-3.992334314
M1028,4.935473841,-3.091590999
M1029,4.887399147,-3.828807746
M1030,6.223413216,-3.14162679
M1031,6.726573478,-2.575450023
M1032,4.168528631,-5.411932114
M1033,4.455129882,-1.966191881
M1034,5.442404319,-4.037251323
M1035,4.676405003,-2.381010524
M1036,6.69392415,-2.18114675
M1037,6.390489711,-4.748571888
M1038,5.475166058,-3.349602397
M1039,5.479091947,-0.553679073
M1040,4.712362872,-3.682432716
M1041,5.649100266,-3.086659821
M1042,5.958325994,-3.218747648
M1043,5.120335492,-2.422283231
M1044,6.638913988,-2.573062925
M1045,5.570042223,-4.304483019
M1046,4.906405449,-3.872724272
M1047,5.315317919,-3.208262429
M1048,5.932105489,-3.549642875
M1049,4.661561359,-1.345271515
M1050,4.927356831,-3.127151378
M1051,7.017294299,-3.12810994
M1052,4.597167133,-4.212024596
M1053,5.80438973,-4.611377224
M1054,5.695437339,-2.824978692
M1055,6.350625252,-3.667674221
M1056,5.447110198,-2.948220106
M1057,2.90458208,-4.206753131
M1058,4.275351249,-2.738439049
M1059,5.434975101,-5.041463457
M1060,5.219108675,-2.168319064
M1061,6.668080286,-2.780474435
M1062,6.195367673,-3.406368389
M1063,5.422308672,-4.486936299
M1064,5.070405978,-3.837905347
M1065,3.683793815,-3.283849836
M1066,6.583685688,-2.473378979
M1067,5.113922629,-4.378510371
M1068,3.685897812,-2.399125259
M1069,5.368290037,-1.147095422
M1070,5.087511087,-3.921045077
M1071,4.515205815,-3.101549304
M1072,5.419102833,-4.058702354
M1073,4.398613769,-4.959413656
M1074,3.854178719,-2.250058762
M1075,3.508843699,-2.909983324
M1076,4.690762389,-3.934092439
M1077,4.466970095,-3.403620724
M1078,5.374127715,-3.695336076
M1079,3.72275504,-4.742472914
M1080,4.822999872,-5.949985719
M1081,3.720643359,-3.540347466
M1082,6.538279699,-3.893096058
M1083,4.900573317,-3.990149011
M1084,6.042277637,-4.219073106
M1085,5.420701673,-5.044650187
M1086,5.772305626,-3.943471022
M1087,4.01891399,-3.362779504
M1088,6.06892219,-4.402539244
M1089,6.234652554,-3.117080322
M1090,3.234710238,-3.731878362
M1091,4.849985197,-3.586236198
M1092,4.445730137,-4.714740056
M1093,5.133053733,-4.149748023
M1094,4.277308075,-3.151383088
M1095,5.237189031,-4.171442837
M1096,5.507529671,-3.36260844
M1097,5.208009202,-1.818781602
M1098,4.899405466,-2.824023537
M1099,3.9040033,-2.618238277
M1100,5.048929095,-1.49371953
M1101,4.557207046,-2.500914165
M1102,3.912827142,-3.161920638
M1103,4.952206853,-1.841438591
M1104,4.821771759,-4.26895791
M1105,5.163286325,-4.079829363
M1106,5.843482446,-1.78445216
M1107,5.489807565,-3.113808298
M1108,6.109916206,-3.535788553
M1109,4.380090043,-3.110557791
M1110,4.265111516,-3.724522516
M1111,4.919317157,-3.748187375
M1112,6.175731828,-3.828778422
M1113,6.108129168,-3.970893993
M1114,4.893059647,-4.302168739
M1115,4.492657283,-3.550870955
M1116,3.707450623,-3.988482055
M1117,5.571065361,-2.274422995
M1118,5.019417647,-3.29980228
M1119,3.998879702,-2.631829932
M1120,4.715608561,-3.618855953
M1121,3.444963073,-3.569318438
M1122,5.365491157,-2.430490261
M1123,4.852105557,-2.251746098
M1124,6.386556056,-3.472000272
M1125,3.844486182,-2.061393576
M1126,5.82493068,-3.095630725
M1127,5.122093839,-3.186749314
M1128,5.070213052,-1.636799384
M1129,5.609164412,-2.194667661
M1130,6.014461283,-2.728828817
M1131,4.089597369,-3.158079355
M1132,6.121066878,-3.957624701
M1133,3.97149733,-3.597933165
M1134,4.087002333,-1.951299953
M1135,4.42832393,-5.218280659
M1136,5.625992854,-4.041430842
M1137,4.090533411,-3.660482741
M1138,5.284507852,-3.373966214
M1139,5.350100206,-5.016298037
M1140,5.131002159,-3.050292584
M1141,5.471385093,-2.879727918
M1142,4.003081165,-4.299114685
M1143,5.856448683,-3.720393907
M1144,5.096492238,-4.531513109
M1145,5.620543237,-2.119132783
M1146,4.164014987,-3.182514453
M1147,5.044226823,-3.713258025
M1148,5.745959467,-4.286637516
M1149,5.862019885,-3.41613872
M1150,4.928303851,-2.068362136
M1151,3.42449816,-3.26602951
M1152,4.067702397,-3.199704028
M1153,5.185833483,-4.520319229
M1154,5.675108973,-3.358790625
M1155,5.393655566,-2.840262501
M1156,4.479264479,-4.674220093
M1157,6.907739839,-2.540962833
M1158,5.061495467,-1.404376353
M1159,5.735687237,-4.824229636
M1160,4.646658003,-5.256650647
M1161,4.05230261,-3.561708866
M1162,5.582464564,-2.854755276
M1163,5.882022233,-3.569414526
M1164,6.548879799,-3.634702297
M1165,4.550359781,-3.494476669
M1166,3.616228277,-4.404916631
M1167,6.374707067,-4.897327812
M1168,5.224516231,-2.155682646
M1169,4.041925742,-3.251277981
M1170,4.52470052,-4.509467292
M1171,4.312481617,-2.585453774
M1172,5.986853643,-4.602765861
M1173,5.503289479,-3.603504695
M1174,5.206335515,-2.870344192
M1175,5.204405862,-4.214609982
M1176,4.301724661,-3.797050183
M1177,5.844145307,-3.474812837
M1178,5.294435516,-1.840482559
M1179,4.778036502,-3.109829998
M1180,4.842994031,-3.839415141
M1181,4.91352525,-3.691576947
M1182,4.246013328,-3.738240501
M1183,5.630170533,-2.389284122
M1184,6.18337669,-3.741718865
M1185,7.102815246,-4.172953916
M1186,5.428331356,-3.295473945
M1187,4.300891529,-3.580449086
M1188,5.17083459,-2.825750524
M1189,4.144005352,-2.684476401
M1190,4.478804174,-2.575962604
M1191,4.439881118,-2.949906593
M1192,4.291755072,-2.962332355
M1193,5.321452402,-1.882215126
M1194,4.051958793,-4.486021707
M1195,5.567155149,-3.795212873
M1196,5.676032883,-4.940804959
M1197,5.881868076,-2.71852185
M1198,4.982633486,-3.481698466
M1199,5.526110123,-3.754439284
M1200,6.532603984,-4.962863467
M1201,5.045044315,-3.34408291
M1202,4.848793426,-3.720772452
M1203,6.506610178,-4.651570605
M1204,2.867516929,-4.4838257
M1205,4.611899192,-4.147688406
M1206,7.065820906,-3.712754649
M1207,4.599264027,-4.901448623
M1208,4.523720783,-3.654692025
M1209,3.957502732,-2.976665855
M1210,5.674007809,-3.82017313
M1211,3.206550633,-4.093329979
M1212,4.320514143,-3.241495934
M1213,5.481928829,-2.564082069
M1214,4.998773536,-3.879616775
M1215,5.530335966,-3.896705411
M1216,5.107474706,-4.720447551
M1217,5.578737625,-4.331058692
M1218,3.905696473,-2.98498959
M1219,5.185372125,-3.596606346
M1220,3.668417987,-2.850122682
M1221,5.665789641,-2.930587163
M1222,4.736015578,-3.180583865
M1223,5.55702575,-2.848345108
M1224,4.543152744,-2.205048932
M1225,5.279346893,-3.009699435
M1226,5.895961176,-3.137922936
M1227,3.317255579,-3.536491325
M1228,3.412720043,-4.55592356
M1229,3.44249768,-3.929208921
M1230,5.721303298,-3.223026386
M1231,5.344409171,-4.444709867
M1232,4.402912369,-3.102043325
M1233,6.274189118,-3.225779055
M1234,5.117125636,-3.414981778
M1235,3.65120181,-3.243780606
M1236,4.133726312,-3.479749908
M1237,3.82255132,-3.518746524
M1238,5.811653466,-3.507444239
M1239,4.489047729,-2.709963139
M1240,4.003892816,-3.576867465
M1241,4.509456239,-5.744973919
M1242,4.289034054,-3.913227493
M1243,5.725024101,-3.333425821
M1244,5.405731502,-2.684236124
M1245,5.256972064,-2.326724277
M1246,5.353409762,-4.300244092
M1247,5.036528605,-2.853262111
M1248,4.193474754,-3.297767619
M1249,5.460367111,-3.677117441
M1250,4.30204098,-3.478971681
M1251,4.088880709,-3.523877438
M1252,4.087022109,-3.380694741
M1253,5.739119886,-3.298051745
M1254,5.833893702,-4.070816417
M1255,3.504998436,-4.388250016
M1256,4.874118436,-2.679098354
M1257,5.214150484,-3.686793043
M1258,4.481173068,-2.297644521
M1259,5.646832839,-4.285558658
M1260,5.216265077,-4.005019697
M1261,4.870091375,-2.291915866
M1262,4.526200756,-2.3035335
M1263,5.575465008,-4.374650642
M1264,5.721902824,-3.324464603
M1265,5.398911105,-2.36005539
M1266,4.796185551,-2.367190912
M1267,5.782837636,-4.592160498
M1268,4.229150828,-2.124380493
M1269,5.122774515,-2.937602797
M1270,6.186947674,-3.306755524
M1271,4.838756054,-3.691739711
M1272,4.282739493,-4.321094422
M1273,6.651922342,-3.419234818
M1274,4.790116691,-3.718222626
M1275,5.375376282,-1.536388305
M1276,4.316930238,-3.338449236
M1277,5.244468018,-3.647393395
M1278,5.39696538,-3.5119245
M1279,5.003877368,-4.020827567
M1280,5.277176805,-1.738970047
M1281,6.023898709,-2.958529527
M1282,3.806501543,-3.436340157
M1283,5.174729022,-2.545222886
M1284,3.307483579,-3.528158747
M1285,5.024147594,-3.58308555
M1286,6.640938097,-3.97312691
M1287,5.79996627,-4.023174155
M1288,4.994114216,-2.136129772
M1289,4.7124946,-2.846778881
M1290,5.449025916,-3.426106548
M1291,5.898364655,-2.051294732
M1292,5.012529524,-3.479911223
M1293,6.372547077,-3.253463603
M1294,4.306523282,-4.706914325
M1295,3.301904744,-3.096017477
M1296,4.364037303,-4.730221182
M1297,4.830591582,-4.340037994
M1298,4.683153934,-2.693027406
M1299,4.279734514,-3.201459622
M1300,6.136652337,-4.241439337
M1301,3.626130331,-3.838408096
M1302,4.581955044,-3.282029499
M1303,4.176093668,-3.312978365
M1304,4.597008268,-4.954724495
M1305,4.433760749,-4.524891955
M1306,5.406618481,-5.006976603
M1307,4.115100587,-3.561617896
M1308,4.302439773,-4.96294762
M1309,5.085960165,-2.903400955
M1310,5.921385156,-4.354647796
M1311,3.423651848,-4.440462799
M1312,6.529789868,-1.978024082
M1313,4.25338184,-1.661973467
M1314,5.550572817,-4.19638589
M1315,5.892130277,-3.531492151
M1316,6.12462937,-1.831446606
M1317,4.560244879,-3.959226415
M1318,5.020667707,-2.040121776
M1319,4.861988157,-2.803162961
M1320,4.485188077,-3.452807291
M1321,5.230953299,-3.800156535
M1322,5.3048469,-2.060823106
M1323,4.700532146,-2.895607156
M1324,5.112505939,-4.037849346
M1325,7.272544511,-3.166182571
M1326,4.993568836,-4.246267331
M1327,5.603757496,-3.373396385
M1328,4.606841542,-2.197903619
M1329,4.551303784,-3.047929403
M1330,4.706080993,-4.145717048
M1331,5.479874108,-3.20421348
M1332,4.318691728,-4.093132295
M1333,3.424995233,-1.783582443
M1334,5.045233615,-5.024644604
M1335,4.629047066,-4.06058142
M1336,5.238006351,-2.844264663
M1337,5.071915004,-4.197289932
M1338,5.619751201,-3.484795045
M1339,5.765640131,-2.94364506
M1340,3.87320745,-2.430956049
M1341,3.704107996,-4.288017992
M1342,5.427068333,-3.644396016
M1343,5.260432712,-3.900921614
M1344,4.201713604,-3.597098466
M1345,6.051791807,-3.185936142
M1346,5.028060127,-4.025822987
M1347,5.10503307,-2.819902145
M1348,5.232848473,-3.137308356
M1349,5.641040937,-3.901481142
M1350,6.29582288,-3.265440987
M1351,4.777320602,-2.663406966
M1352,3.528919018,-2.655858679
M1353,5.861444655,-2.932022246
M1354,4.211424316,-3.555248661
M1355,6.057128243,-4.027083839
M1356,4.498934607,-3.309511373
M1357,6.267759475,-3.896215766
M1358,4.314918619,-3.782273848
M1359,4.054290805,-2.713907414
M1360,5.813398633,-2.270028308
M1361,3.841406149,-2.993542709
M1362,5.578497218,-1.754720027
M1363,5.372150079,-4.79986279
M1364,4.878222585,-3.480715561
M1365,4.709697371,-3.419007911
M1366,6.749139039,-2.127652615
M1367,4.68164522,-3.073917804
M1368,4.838327282,-3.775264179
M1369,4.202077451,-3.028915881
M1370,4.30855699,-2.953923063
M1371,4.503924061,-3.344768653
M1372,6.453096565,-5.223354919
M1373,4.668143155,-2.630381199
M1374,4.413444441,-6.467810545
M1375,4.619012403,-3.40693381
M1376,5.607219898,-4.818631754
M1377,3.881628439,-3.801844276
M1378,5.533053781,-2.311226141
M1379,3.868399383,-3.936453713
M1380,4.888779071,-1.870397303
M1381,3.447138255,-2.838351021
M1382,5.455534095,-3.709486844
M1383,5.588935008,-4.268001906
M1384,4.415582708,-3.921516919
M1385,5.269939393,-3.181679432
M1386,5.138415989,-5.514952284
M1387,5.98524852,-2.977197293
M1388,5.10912985,-3.262454765
M1389,5.883539413,-2.803964675
M1390,4.90074453,-1.759619439
M1391,4.448947626,-3.775182698
M1392,4.967715976,-4.333460949
M1393,4.830573904,-2.497310955
M1394,5.749419391,-2.73960466
M1395,4.95227754,-3.62149103
M1396,4.284946961,-4.00444995
M1397,4.868382738,-3.288420381
M1398,6.01030547,-4.460314993
M1399,4.647328813,-3.443819578
M1400,4.440175752,-4.042235905
M1401,5.836392068,-4.1964115
M1402,5.08604337,-2.677239507
M1403,4.691700049,-3.474203342
M1404,4.371996343,-2.351567955
M1405,3.742133951,-4.423418123
M1406,5.130365987,-3.295774717
M1407,4.730535149,-4.389254087
M1408,5.271080515,-2.974090002
M1409,3.7619354,-2.390720923
M1410,6.123559327,-2.630032581
M1411,5.414123347,-5.298075083
M1412,3.668367688,-2.920530463
M1413,5.898500685,-3.492597116
M1414,4.500558873,-3.215867671
M1415,5.256888375,-3.965300849
M1416,5.18654303,-4.903336692
M1417,4.253529064,-2.741125713
M1418,2.567810205,-3.930997217
M1419,5.455222002,-3.780322477
M1420,4.709268287,-3.356899271
M1421,4.491819973,-1.343770974
M1422,5.356075802,-1.550417338
M1423,4.413771387,-4.62086178
M1424,5.570512385,-3.903014524
M1425,5.128262841,-2.660725306
M1426,4.157378948,-5.262072467
M1427,5.711305456,-2.442577798
M1428,5.403332625,-3.767953644
M1429,6.064340977,-2.310600101
M1430,4.241270743,-4.247899186
M1431,4.239016905,-4.284101587
M1432,5.266327038,-1.532757536
M1433,5.566978187,-3.000188777
M1434,5.703899069,-3.76330249
M1435,5.005532886,-4.378019525
M1436,4.799491632,-2.562151876
M1437,5.554897931,-3.209207409
M1438,6.669852635,-5.424394239
M1439,5.751896547,-4.267792944
M1440,5.071856414,-0.975475392
M1441,4.511663048,-3.510001352
M1442,5.424788036,-5.199608208
M1443,4.58851119,-4.254813015
M1444,5.20267879,-3.856917038
M1445,5.661510963,-2.909608397
M1446,5.785631992,-3.638339791
M1447,5.499917227,-3.413659855
M1448,6.171244136,-3.515179692
M1449,6.573524193,-4.316278028
M1450,3.386984948,-2.503115202
M1451,3.488118448,-3.810481781
M1452,4.215754949,-3.893899048
M1453,3.301761979,-3.334258864
M1454,4.696464951,-3.556904527
M1455,4.714059354,-3.943300616
M1456,5.212862104,-3.391965203
M1457,5.243237616,-1.703934297
M1458,4.416756717,-3.039911068
M1459,4.308682685,-4.056822482
M1460,5.674392175,-4.239099418
M1461,4.675346534,-3.703063208
M1462,3.834476455,-4.839589223
M1463,5.008761336,-1.948111456
M1464,5.173512239,-3.326372643
M1465,4.65062832,-4.488886424
M1466,5.564027002,-3.397481654
M1467,5.191914819,-4.726990618
M1468,4.819083354,-3.005005861
M1469,4.962570615,-3.654245647
M1470,5.389454549,-3.464291686
M1471,4.624795228,-3.192434346
M1472,4.103295286,-2.774342571
M1473,4.867753379,-4.188306215
M1474,5.109775684,-4.746993068
M1475,5.433014078,-3.588311802
M1476,4.974395,-4.199476383
M1477,4.611239793,-3.138765797
M1478,5.506885282,-5.076481717
M1479,4.903500821,-2.770211175
M1480,5.685970753,-3.239565397
M1481,4.923667671,-4.44482749
M1482,4.994651694,-3.769654614
M1483,4.921918429,-2.787816744
M1484,4.21694746,-1.437504486
M1485,4.212091197,-3.798426026
M1486,4.182962428,-2.325332437
M1487,6.517105363,-4.231557143
M1488,4.829839362,-3.324143097
M1489,5.799349906,-3.676372652
M1490,5.296782887,-3.21078152
M1491,6.580388256,-3.923395323
M1492,5.788011177,-4.708185466
M1493,3.957080733,-3.730158031
M1494,4.721846731,-3.126286357
M1495,5.757899441,-3.930222206
M1496,5.244957741,-3.656695998
M1497,6.925416119,-3.158300842
M1498,4.959293219,-3.041655995
M1499,3.680915542,-4.123554235
M1500,5.377470815,-3.728116191
M1501,-6.390581101,-4.529178653
M1502,-6.768467637,-3.915160749
M1503,-7.943527675,-5.047088968
M1504,-5.91648975,-5.152311224
M1505,-7.431645722,-3.864971753
M1506,-7.488999674,-4.902838708
M1507,-7.996516559,-4.279894272
M1508,-7.076742652,-3.457217868
M1509,-7.071898476,-3.354495012
M1510,-7.225901623,-2.918824908
M1511,-7.587711171,-4.706693584
M1512,-8.162385704,-3.400305535
M1513,-4.891259399,-3.772299422
M1514,-5.949411676,-3.12329287
M1515,-7.251294138,-3.845888991
M1516,-7.080415531,-3.429362322
M1517,-6.748769198,-3.202404461
M1518,-7.008496148,-4.288197669
M1519,-7.399251833,-4.322745569
M1520,-6.346175661,-4.930334031
M1521,-7.796821755,-4.061250127
M1522,-5.629933264,-3.75118781
M1523,-8.234260629,-4.520197109
M1524,-7.226334031,-3.949578521
M1525,-6.389185465,-4.249482352
M1526,-6.917459227,-4.302184249
M1527,-8.052138356,-3.454470274
M1528,-6.354715346,-3.428572796
M1529,-6.885728561,-3.196187182
M1530,-7.570269587,-4.759471957
M1531,-6.717402938,-4.095285591
M1532,-6.470689815,-3.541435791
M1533,-5.470892222,-4.905422735
M1534,-7.065647781,-2.651282009
M1535,-7.205944262,-3.836723776
M1536,-7.353363916,-4.381515645
M1537,-8.348899309,-3.277031252
M1538,-6.635033533,-3.736004412
M1539,-8.438087822,-3.923521266
M1540,-7.188886258,-4.476131807
M1541,-7.192522441,-5.235774663
M1542,-6.408398673,-4.674497406
M1543,-8.939827006,-4.451942846
M1544,-6.357347564,-3.683230555
M1545,-7.363478041,-3.569851245
M1546,-7.905108516,-4.549710458
M1547,-7.006102665,-3.420276665
M1548,-6.836653123,-3.532808094
M1549,-7.29693699,-4.087850618
M1550,-8.028614073,-4.66586021
M1551,-6.155505779,-3.375572002
M1552,-6.861860445,-4.090805106
M1553,-7.49481287,-4.709439592
M1554,-6.148542918,-3.823399089
M1555,-6.742980705,-3.633490271
M1556,-7.887260894,-5.023140744
M1557,-6.565264951,-2.693516082
M1558,-8.256818217,-5.504336421
M1559,-7.740487634,-5.144665661
M1560,-6.893918863,-3.143186611
M1561,-6.712115152,-3.772378192
M1562,-6.95065155,-4.300239131
M1563,-8.353118623,-3.991882738
M1564,-6.42689459,-3.488077069
M1565,-6.116770024,-4.607615934
M1566,-6.182859995,-3.350288294
M1567,-7.399230996,-3.511878266
M1568,-7.2757283,-4.03160524
M1569,-7.712203813,-3.866152201
M1570,-6.82485589,-4.440134071
M1571,-6.823512634,-4.599629245
M1572,-7.540035234,-4.272098918
M1573,-6.356318179,-3.280044085
M1574,-6.403489716,-4.167804225
M1575,-6.540011667,-4.316135937
M1576,-7.527425038,-4.685487055
M1577,-7.936951278,-4.7934131
M1578,-6.543442441,-3.984515375
M1579,-5.986948327,-3.271832354
M1580,-7.903088182,-3.137961138
M1581,-8.54573244,-3.607874405
M1582,-5.994724318,-4.216327069
M1583,-7.043170542,-4.257322859
M1584,-6.175535482,-3.744056645
M1585,-6.310140608,-3.34379291
M1586,-7.853004877,-3.318029409
M1587,-7.302314803,-5.483246789
M1588,-7.584458906,-4.03252532
M1589,-6.874223927,-4.676746633
M1590,-6.183588302,-4.329874317
M1591,-6.96080984,-2.785340793
M1592,-8.470029292,-4.544271094
M1593,-6.135292037,-5.178658187
M1594,-6.998129931,-3.876081028
M1595,-7.321675754,-4.087134277
M1596,-8.472223614,-4.290888399
M1597,-6.738254821,-3.384379216
M1598,-6.828373644,-3.603710326
M1599,-6.762994562,-3.736858106
M1600,-7.754645614,-4.193867679
M1601,-7.511113633,-3.754931032
M1602,-7.641429089,-4.20391501
M1603,-5.748712777,-3.869745357
M1604,-7.57428247,-3.596380385
M1605,-7.137697936,-3.762239913
M1606,-7.623100619,-4.47097897
M1607,-6.36247597,-4.37590958
M1608,-7.008585675,-4.728110427
M1609,-6.949029862,-3.301900973
M1610,-6.342408584,-4.018237764
M1611,-6.527333863,-4.459899437
M1612,-6.449822033,-3.525578069
M1613,-8.492918485,-4.357583893
M1614,-6.846049254,-3.68779676
M1615,-6.323600123,-2.938355773
M1616,-6.755004124,-3.343570606
M1617,-6.368729303,-4.112113876
M1618,-5.515168107,-4.079686684
M1619,-6.125989334,-2.644011684
M1620,-7.786230058,-4.119559164
M1621,-7.581059551,-3.789182025
M1622,-7.085245118,-3.77180792
M1623,-7.44981374,-3.352614334
M1624,-7.055264977,-3.849296139
M1625,-6.140321061,-3.743625486
M1626,-7.371956085,-3.774494366
M1627,-7.20027336,-2.11769755
M1628,-7.159323958,-3.386751794
M1629,-6.527833782,-4.613543009
M1630,-6.274212,-4.852212896
M1631,-7.104623766,-5.130387795
M1632,-7.221956941,-2.711943656
M1633,-6.346483728,-4.57324803
M1634,-6.493701138,-3.305505098
M1635,-6.658270631,-3.626327548
M1636,-4.713660891,-5.068708981
M1637,-6.97780947,-2.58399857
M1638,-6.761107546,-3.613392835
M1639,-7.058471692,-2.725900315
M1640,-6.568505236,-3.76014886
M1641,-7.367499436,-3.87430696
M1642,-6.294605281,-4.713522781
M1643,-5.719628434,-3.973680374
M1644,-6.940298352,-3.904013689
M1645,-7.047827307,-5.064736583
M1646,-7.394425785,-4.013242917
M1647,-7.331501841,-3.885727326
M1648,-8.192474164,-4.504805475
M1649,-7.037604034,-3.712577649
M1650,-7.616940846,-4.848841765
M1651,-6.120875996,-4.401621284
M1652,-6.890910915,-3.926225465
M1653,-6.961547124,-4.423567237
M1654,-6.02101329,-3.704743764
M1655,-8.242953864,-4.25396626
M1656,-6.769242157,-4.611880623
M1657,-7.74053194,-3.347884276
M1658,-7.450358413,-3.579970557
M1659,-6.819091447,-3.600047518
M1660,-6.375813987,-3.520422866
M1661,-7.585635687,-3.293405622
M1662,-6.612796228,-3.306390498
M1663,-5.979113477,-3.976416627
M1664,-7.598557525,-4.315189022
M1665,-7.694485832,-4.077459394
M1666,-7.008189592,-3.133498885
M1667,-6.561162486,-4.838502071
M1668,-6.998950548,-4.395075748
M1669,-7.571428716,-3.269683973
M1670,-6.919396725,-3.407798793
M1671,-6.855051935,-4.346875337
M1672,-7.311193266,-4.144772399
M1673,-7.78434282,-4.109057314
M1674,-6.695249426,-4.192778653
M1675,-6.988037956,-5.710274389
M1676,-7.25408994,-4.29912599
M1677,-7.441866233,-3.783657729
M1678,-7.350227489,-2.28389735
M1679,-7.607035221,-5.023839603
M1680,-7.72806521,-4.444879089
M1681,-6.11419797,-4.269830994
M1682,-7.1690205,-4.659594285
M1683,-8.210321992,-4.471641172
M1684,-7.341768619,-5.346970742
M1685,-6.257730973,-4.078692343
M1686,-7.37670778,-4.36295662
M1687,-5.755863628,-3.625512247
M1688,-7.545663154,-3.959814476
M1689,-7.527080346,-3.25392799
M1690,-7.723193361,-2.865484373
M1691,-6.185313037,-3.914702414
